"Article","Web Description","Brand","DQ Score"
"288457","Cow & Gate Infant Milk Hungrier Babies 900g","Cow n Gate",0.88
"288458","Cow & Gate First Infant Milk Stage 1 200ml","Cow n Gate",0.81
"288459","Cow & Gate Infant Milk Hungrier Babies 200ml","Cow n Gate",0.81
"288460","Cow And Gate Baby MilkFollow On 2 900g","Cow n Gate",0.88
"288461","Cow & Gate First Infant Milk Stage 1 900g","Cow n Gate",0.88
"288512","Cow & Gate Follow on Milk Stage 3 900g","Cow n Gate",0.88
"288513","Cow & Gate Growing Up Milk 1 Year Plus 900g","Cow n Gate",0.81
"290545","Cow & Gate Pure Baby Rice 100g","Cow n Gate",0.88
"290553","Cow & Gate Spaghetti Bolognese 200g","Cow n Gate",0.88
"290556","Cow & Gate Grandpas  Sunday Lunch 125g","Cow n Gate",0.88
"290563","Cow & Gate Growing Up Milk 1-2 Years 200ml","Cow n Gate",0.81
"352386","Cow & Gate Baby Porridge Banana 125g","Cow n Gate",0.95
"352482","Cow & Gate Baby Fruit PotApricot And Strawberry 4x100g","Cow n Gate",0.95
"352488","Cow & Gate My 1st Spaghetti Bolognese 125g","Cow n Gate",0.95
"352491","Cow & Gate Creamy Cauliflower  Cheese 200g","Cow n Gate",0.95
"338297","Heniz Smooth Apple and Strawberry 100g","Heinz",0.88
"338299","Heniz Baby Sweet Potato Parsnip and Apple","Heinz",0.81
"339750","Heniz Sweet Potato Chicken and Veggies 130g","Heinz",0.88
"422586","Heniz Apple and Blackcurrant Jucie 500ml","Heinz",0.95
"422589","Heniz Red Berry Fruit Jucie 500ml","Heinz",0.95
"457169","Farleys Strawberry and Peach Biscotti","Heinz",0.76
"288821","Finger Foods Organic Sweetcorn Hoops 20g","Organix",0.88
