"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"TOI","COL","280737","Collection Cover Up Stick 1 Light 4g","Collection 2000","4g","Brown","1",0.81875
"TOI","COL","280738","Collection Cover Up Stick 13 Natural Beige 4g","Collection 2000","4g","Brown","1",0.81875
"TOI","COL","280756","Collection Eye Definer 1 Black 0.25g","Collection 2000","2g","Black","1",0.81875
"TOI","COL","280759","Collection Eye Definer 2 Brown 0.25g","Collection 2000","2g","Brown","1",0.81875
"TOI","COL","280761","Collection Eye Definition 1 Ebony 6ml","Collection 2000","6ml","Wood","1",0.81875
"TOI","COL","280764","Collection Eyebrow Definer 1 Black 0.25g","Collection 2000","0.25g","Black","1",0.81875
"TOI","COL","280765","Collection Eyebrow Definer Blonde 3","Collection 2000","4.2g","Blonde","1",0.81875
"TOI","COL","280768","Collection Fast Stroke Eyeliner Black 1","Collection 2000","3.8g","Black","1",0.81875
"TOI","COL","280773","Collection Fast Stroke Eyeliner Brown 6","Collection 2000","3.8g","Brown","1",0.81875
"TOI","COL","280803","Collection Gel Liner 4 Hustle 6ml","Collection 2000","6ml","Pink","1",0.81875
"TOI","COL","280804","Collection Gel Liner 5 Le Freak 6ml","Collection 2000","6ml","Pink","1",0.81875
"TOI","COL","280822","Collection Gel Liner Shake it Up! 11 6ml","Collection 2000","6ml","Cream","1",0.81875
"TOI","COL","280847","Collection Illuminating Touch ConcealerNaked 1 2.5g","Collection 2000","2.5g","Brown","1",0.81875
"TOI","COL","280848","Collection Illuminating Touch ConcealerNatural 2 2.5g","Collection 2000","2.5g","Cream","1",0.81875
"TOI","COL","280849","Collection Illuminating Touch ConcealerGlow 3 2.5g","Collection 2000","2.5g","Brown","1",0.81875
"TOI","COL","280901","Collection Pressed Powder 18 Ivory 17g","Collection 2000","17g","Cream","1",0.81875
"TOI","COL","280902","Collection Powder 24 Misty Beige 17g","Collection 2000","17g","Brown","1",0.81875
"TOI","COL","280903","Collection Powder 3 Translucent 17g","Collection 2000","17g","Clear","1",0.81875
"TOI","COL","296174","Collection 24hr Felt Liner 1 Black  7.8g","Collection 2000","7.8g","Black","1",0.81875
"TOI","COL","296176","Collection 24hr Felt Liner 3 Blue 7.8g","Collection 2000","7.8g","Blue","1",0.81875
"TOI","COL","296178","Collection Extreme Mascara 1 Black 9ml","Collection 2000","9ml","Black","1",0.81875
"TOI","COL","298406","Collection Cover Up Stick 14 Honey Beige 4g","Collection 2000","4g","Brown",NA,0.775
"TOI","COL","302198","Collection Lipgloss 1 Body Pop 5ml","Collection 2000","5ml","Pink","1",0.81875
"TOI","COL","304507","Collection Lipgloss 2 Beat Box 5ml","Collection 2000","5ml","Red",NA,0.775
"TOI","COL","312510","Collection Luscious Lashes Glam Volume","Collection 2000","2g","Black","1",0.95
"TOI","COL","312511","Collection Luscious Lashes Natural Length","Collection 2000","2g","Cream","1",0.95
"TOI","COL","337376","Collection Nail Polish 3 Vixen Red 12ml","Collection 2000","12ml","Red",NA,0.775
"TOI","COL","337378","Collection Nail Polish 5 Coral Reef 12ml","Collection 2000","12ml","Orange","1",0.81875
"TOI","COL","337380","Collection Nail Polish 7 Rasberry 12ml","Collection 2000","12ml","Red","1",0.81875
"TOI","COL","337382","Collection Nail Polish 9 Chiffon Haze 12ml","Collection 2000","12ml","Cream","1",0.81875
"TOI","COL","337383","Collection Nail Polish 10 Almost Nude 12ml","Collection 2000","12ml","Cream","1",0.81875
"TOI","COL","337388","Collection Pencil 1 Vanilla Sky 3.5G","Collection 2000","3.5g","Cream","1",0.81875
"TOI","COL","337390","Collection Pencil 3 Vintage Blush 3.5G","Collection 2000","3.5g","Pink","1",0.81875
"TOI","COL","347334","Collection Mascara 17 Ultra Black 8ml","Collection 2000","8ml","Black","1",0.81875
"TOI","COL","347342","Collection Mascara 17 Ultra Black Waterproof 8ml","Collection 2000","8ml","Black","1",0.81875
"TOI","COL","347347","Collection Foundation Porcelain 30ml","Collection 2000","30ml","Cream","1",0.81875
"TOI","COL","347353","Collection Foundation 2 Ivory 30ml","Collection 2000","30ml","Cream","1",0.81875
"TOI","COL","347354","Collection  Foundation Cool Beige 30ml","Collection 2000","30ml","Cream","1",0.81875
"TOI","COL","347355","Collection  Foundation Warm Beige 30ml","Collection 2000","30ml","Cream","1",0.81875
"TOI","COL","347360","Collection Concealer 1 Fair 6.5g","Collection 2000","6.5g","Cream","1",0.81875
"TOI","COL","347361","Collection Concealer 2 Cool Med 6.5g","Collection 2000","6.5g","Cream","1",0.81875
"TOI","COL","347445","Collection Concealer 3 Warm Medium 6.5g","Collection 2000","6.5","Cream","1",0.81875
"TOI","COL","347446","Collection  Powders 1 Fair 9g","Collection 2000","9g","Cream","1",0.81875
"TOI","COL","347447","Collection Powders 2 Medium 9g","Collection 2000","15g","Cream","1",0.81875
"TOI","COL","347448","Collection Bronze Glow 1 Sunkissed 19g","Collection 2000","19g","Metal","1",0.81875
"TOI","COL","347450","Collection Glow- Shimmering 2 Medium 15g","Collection 2000","15g","Cream","1",0.81875
"TOI","COL","347451","Collection Glow Matt 1 Terracotta 15g","Collection 2000","15g","Metal","1",0.81875
"TOI","COL","347453","Collection Bronze Glow Mosaic 2 15g","Collection 2000","15g","Metal","1",0.81875
"TOI","COL","352152","Collection 2000 Embossed Blush Shocking","Collection 2000",NA,NA,"1",0.78125
"TOI","COL","352153","Collection Blush Bashful","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","352154","Collection 2000 Embossed Blush Cheeky","Collection 2000",NA,NA,"1",0.78125
"TOI","COL","352155","Collection Blush Trouble","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","352156","Collection Eyebrow Kit Blonde","Collection 2000","1g","Multi","1",0.76875
"TOI","COL","352157","Collection 24hr Felt  Liner 5 Brown 7.8g","Collection 2000","7.8g","Brown","1",0.76875
"TOI","COL","352158","Collection Colour Lash Mascara 1 Clear 8ml","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","352159","Collection Colour Lash Mascara 2 Black 8ml","Collection 2000","8ml","Black","1",0.81875
"TOI","COL","352160","Collection Colour Lash Mascara Brown 3","Collection 2000","8ml","Brown","1",0.81875
"TOI","COL","352161","Collection Colour Lash Mascara 4 Blue 8ml","Collection 2000","8ml","Blue","1",0.81875
"TOI","COL","400649","Collection Concealer 4 Dark 6.5g","Collection 2000","6.5g","Cream","1",0.81875
"TOI","COL","400657","Collection Nail Polish 11 Stormy Grey 12ml","Collection 2000","12ml","Grey","1",0.81875
"TOI","COL","409065","Collection Lengthening Mascara 17 Ultra Black","Collection 2000",NA,"Black","1",0.775
"TOI","COL","409066","CollectionLengthening Mascara 17 UltraBlack Waterproof","Collection 2000",NA,"Black","1",0.775
"TOI","COL","417267","Collection Naturally Matt Foundation Porcelain 1","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","417268","Collection Naturally Matt Foundation Ivory 2","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","417269","Collection Naturally Matt Foundation Cool Beige 3","Collection 2000",NA,"Brown","1",0.775
"TOI","COL","417270","Collection Naturally Matt Foundation Warm Beige 4","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","417271","Collection Naturally Matt Foundation Honey 5","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","417273","Collection Eyes Uncovered Eye Shadow Palettes Nude","Collection 2000",NA,"Brown","1",0.775
"TOI","COL","417275","Collection Eyes Uncovered Eye Palettes 6g","Collection 2000",NA,"Grey","1",0.775
"TOI","COL","417288","Collection 2in1 Long and Strong Treatment Clear 1","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","417289","Collection French Manicure French White 1","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","417290","Collection French Manicure French Pink 2","Collection 2000",NA,"Pink","1",0.775
"TOI","COL","417291","Collection French Manicure French Beige 3","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","417292","Collection Nail Polish Remover","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422386","Collection Speedy Blush Sticks Tickled Pink","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422387","Collection Speedy Blush Sticks Cheeky","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422388","Collection Speedy Blush Sticks Pinch Me","Collection 2000",NA,NA,NA,0.6875
"TOI","COL","422389","Collection Eyebrow Kit Brunette","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422390","Collection Gorgeous Glow Blush Block","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422391","Collection Gorgeous Glow Bronzing Block","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422400","Collection Lasting Colour Lipstick Mango Crush","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422402","Collection Lasting Colour Lipstick Pink Fusion","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422403","Collection Lasting Colour Lipstick Cupcake Pink","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422404","Collection Lasting Colour Lipstick Delicious Candy","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422405","Collection Lasting Colour Lipstick Mulberry Burst","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422406","Collection Lasting Colour Lipstick China Rose","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422407","Collection Lasting Colour Lipstick Fig Delight","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422408","Collection Lasting Colour Lipstick Amethyst Shine","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422409","Collection Lasting Colour Lipstick Poppy Glam","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422410","Collection Lasting Colour Lipstick Aubergine Kiss","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422411","Collection Lasting Colour Lipstick Blackberry Fool","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422412","Collection Lasting Colour Matt LipstickTaffeta Bloom","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422415","Collection Lasting Colour Matt Lipstick Pink Diva","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422416","Collection Lasting Colour Matt Lipstick Red Carpet","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422417","Collection Lasting Colour Matt Lipstick PlumSensation","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","422419","Collection Lasting Colour Lipstick Café au lait","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","425912","Collection Speedy Highlighter Pearl Sheen","Collection 2000","8.6cm",NA,"3",0.775
"TOI","COL","425917","Collection Illuminating Touch FoundationWarm Beige","Collection 2000","12.2cm",NA,"1",0.775
"TOI","COL","425918","Collection Illuminating Touch Foundation Honey","Collection 2000","12.2cm",NA,"1",0.775
"TOI","COL","425919","Collection Illuminating Touch Foundation Golden","Collection 2000",NA,NA,"1",0.73125
"TOI","COL","436090","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml","White","1",0.95
"TOI","COL","436091","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436092","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436093","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml","Pink","1",0.95
"TOI","COL","436094","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436096","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436097","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436098","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436099","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436100","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436101","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.81
"TOI","COL","436102","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436103","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml","Purple","1",0.95
"TOI","COL","436104","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436105","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436106","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml","Brown","1",0.95
"TOI","COL","436107","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436108","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436109","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436110","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436111","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436112","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml","Blue","1",0.95
"TOI","COL","436113","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436114","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436115","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436116","Collection 7 Day Wear Nail Polish 8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436117","Collection Long Lasting Nail Effects Nail Polish8ml","Collection 2000","8ml",NA,"1",0.88
"TOI","COL","436118","Collection Long Lasting Nail Effects Nail Polish8ml","Collection 2000",NA,NA,NA,0.775
"TOI","COL","436119","Collection Long Lasting Nail Effects Nail Polish8ml","Collection 2000","8ml","Clear","1",0.95
