"Article","Web Description","Brand","Type","Coverage","Colour","Pack Qty","Size","DQ Score"
"251417","Crown Silk Emulsion PaintPure Brilliant White 2.5L","Crown","Silk Paint","42m²","White",NA,"2.5L",0.941666666666667
"251418","Crown Matt Emulsion PaintPure Brilliant White 2.5L","Crown","Matt Paint","42m²","White",NA,"2.5L",0.941666666666667
"443346","Crown Silk Emulsion PaintPure Brilliant White 5L","Crown","Silk",NA,"White",NA,"5L",0.883333333333333
"139827","Dulux Silk Emulsion PaintPure Brilliant White 5L","Dulux","Silk Paint",NA,"White",NA,"5L",0.883333333333333
"139828","Dulux Matt Emulsion Paint Pure Brilliant White 5ltr","Dulux","Matt Paint","76m²","White",NA,"5L",0.941666666666667
"148618","Dulux Silk Emulsion PaintJade White 2.5L","Dulux","Silk Paint","32m²","White",NA,"2.5L",0.941666666666667
"166435","Dulux Silk Emulsion PaintBlue Babe 2.5L","Dulux","Silk Paint","32m²","Blue",NA,"2.5L",0.941666666666667
"166442","Dulux Silk Emulsion PaintLemon Tropics 2.5L","Dulux","Silk Paint","32m²","Yellow",NA,"2.5L",0.941666666666667
"166461","Dulux Silk Emulsion PaintNatural Hessian 2.5L","Dulux","Silk Paint","32m²","Brown",NA,"2.5L",0.941666666666667
"166468","Dulux Silk Emulsion PaintNatural Wicker 2.5L","Dulux","Silk Paint","32m²","Wood",NA,"2.5L",0.941666666666667
"166471","Dulux Matt Emulsion PaintBlue Babe 2.5L","Dulux","Matt Paint","32m²","Blue",NA,"2.5L",0.941666666666667
"166492","Dulux Matt Emulsion PaintCalico 2.5L","Dulux","Matt Paint","32m²","White",NA,"2.5L",0.941666666666667
"166493","Dulux Matt Emulsion PaintNatural Hessian 2.5L","Dulux","Matt Paint","32m²","Brown",NA,"2.5L",0.941666666666667
"166508","Dulux Matt Emulsion PaintWicker 2.5L","Dulux","Matt Paint","32m²","Cream",NA,"2.5L",0.941666666666667
"166523","Dulux Natural Hints Matt Emulsion PaintJasmine White 2.5L","Dulux","Matt Paint","32m²","White",NA,"2.5L",0.941666666666667
"166526","Dulux Natural Hints Matt Emulsion PaintBlossom White 2.5L","Dulux","Matt Paint","32m²","White",NA,"2.5L",0.941666666666667
"166530","Dulux Natural Hints Matt Emulsion PaintViolet White 2.5L","Dulux","Matt Paint","32m²","White",NA,"2.5L",0.941666666666667
"186687","Dulux Matt Emulsion Paint Tester PotAlmond White 50ml","Dulux","Paint Tester Pot",NA,"White","1","50ml",0.941666666666667
"186688","Dulux Matt Emulsion Paint Tester PotApple White 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"186701","Dulux Matt Emulsion Paint Tester PotBlossom White 50ml","Dulux","Paint Tester Pot",NA,"White","1","50ml",0.941666666666667
"186704","Dulux Matt Emulsion Paint Tester PotBlue Babe 50ml","Dulux","Paint Tester Pot",NA,"Blue",NA,"50ml",0.883333333333333
"186717","Dulux Matt Emulsion Paint Tester PotButtermilk 50ml","Dulux","Paint Tester Pot",NA,"Cream","1","50ml",0.941666666666667
"186720","Dulux Matt Emulsion Paint Tester PotCornflower White 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"186725","Dulux Matt Emulsion Paint Tester PotIvory 50ml","Dulux","Paint Tester Pot",NA,"Cream",NA,"50ml",0.883333333333333
"186726","Dulux Matt Emulsion Paint Tester PotJade White 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"186727","Dulux Matt Emulsion Paint Tester PotJasmine White 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"186729","Dulux Matt Emulsion Paint Tester PotLemon Tropics 50ml","Dulux","Paint Tester Pot",NA,"Yellow",NA,"50ml",0.883333333333333
"186731","Dulux Matt Emulsion Paint Tester PotMagnolia 50ml","Dulux","Paint Tester Pot",NA,"Cream",NA,"50ml",0.883333333333333
"186734","Dulux Matt Emulsion Paint Tester PotNatural Calico 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"186737","Dulux Matt Emulsion Paint Tester PotNatural Hessian 50ml","Dulux","Paint Tester Pot",NA,"Brown",NA,"50ml",0.883333333333333
"186744","Dulux Matt Emulsion Paint Tester PotNatural Wicker 50ml","Dulux","Paint Tester Pot",NA,"Wood",NA,"50ml",0.883333333333333
"186774","Dulux Matt Emulsion Paint Tester PotSoft Peach 50ml","Dulux","Paint Tester Pot",NA,"Orange",NA,"50ml",0.883333333333333
"186785","Dulux Matt Emulsion Paint Tester PotViolet 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"190562","Dulux Matt Emulsion PaintIvory Lace 2.5L","Dulux","Matt Paint","32m²","Yellow",NA,"2.5L",0.941666666666667
"190566","Dulux Matt Emulsion PaintWillow Tree 2.5L","Dulux","Matt Paint","32m²","Green",NA,"2.5L",0.941666666666667
"190574","Dulux Matt Emulsion PaintRoasted Red 2.5L","Dulux","Matt Paint","32m²","Red",NA,"2.5L",0.941666666666667
"190579","Dulux Matt Emulsion PaintEgyptian Cotton 2.5L","Dulux","Matt Paint","32m²","White",NA,"2.5L",0.941666666666667
"190584","Dulux Matt Emulsion PaintTimeless 2.5L","Dulux","Matt Paint","32m²","White",NA,"2.5L",0.941666666666667
"190591","Dulux Matt Emulsion PaintFirst Dawn 2.5L","Dulux","Matt Paint","32m²","Blue",NA,"2.5L",0.941666666666667
"190597","Dulux Silk Emulsion PaintWillow Tree 2.5L","Dulux","Silk Paint","32m²","Green",NA,"2.5L",0.941666666666667
"190600","Dulux Silk Emulsion PaintRoasted Red 2.5L","Dulux","Silk Paint","32m²","Red",NA,"2.5L",0.941666666666667
"190604","Dulux Silk Emulsion PaintEgyptian Cotton 2.5L","Dulux","Silk Paint","32m²","White",NA,"2.5L",0.941666666666667
"190612","Dulux Silk Emulsion PaintFirst Dawn 2.5L","Dulux","Silk Paint","32m²","Blue",NA,"2.5L",0.941666666666667
"190687","Dulux Matt Emulsion Paint Tester PotIvory Lace 50ml","Dulux","Paint Tester Pot",NA,"Yellow",NA,"50ml",0.883333333333333
"190698","Dulux Matt Emulsion Paint Tester PotApricot Crush 50ml","Dulux","Paint Tester Pot",NA,"Orange",NA,"50ml",0.883333333333333
"190711","Dulux Matt Emulsion Paint Tester PotEgyptian Cotton 50ml","Dulux","Paint Tester Pot",NA,"White","1","50ml",0.941666666666667
"190714","Dulux Matt Emulsion Paint Tester PotFirst Dawn 50ml","Dulux","Paint Tester Pot",NA,"Blue",NA,"50ml",0.883333333333333
"190733","Dulux Matt Emulsion Paint Tester PotRoasted Red 50ml","Dulux","Paint Tester Pot",NA,"Red",NA,"50ml",0.883333333333333
"190736","Dulux Matt Emulsion Paint Tester PotTimeless 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"190747","Dulux Matt Emulsion Paint Tester PotWellbeing 50ml","Dulux","Paint Tester Pot",NA,"Green","1","50ml",0.941666666666667
"205863","Dulux Matt Emulsion Paint Tester PotGentle Fawn 50ml","Dulux","Paint Tester Pot",NA,"Brown",NA,"50ml",0.883333333333333
"212357","Dulux Matt Emulsion PaintGentle Lavender 2.5L","Dulux","Matt Paint","32m²","Purple",NA,"2.5L",0.941666666666667
"212363","Dulux Silk Emulsion PaintMineral Mist 2.5L","Dulux","Silk Paint","32m²","Blue",NA,"2.5L",0.941666666666667
"212366","Dulux Matt Emulsion PaintPretty Pink 2.5L","Dulux","Matt Paint","32m²","Pink",NA,"2.5L",0.941666666666667
"212367","Dulux Silk Emulsion PaintPretty Pink 2.5L","Dulux","Silk Paint","32m²","Pink",NA,"2.5L",0.941666666666667
"212368","Dulux Matt Emulsion PaintPutting Green 2.5L","Dulux","Matt Paint","32m²","Green",NA,"2.5L",0.941666666666667
"212374","Dulux Matt Emulsion PaintSoft Apple 2.5L","Dulux","Matt Paint","32m²","Green",NA,"2.5L",0.941666666666667
"212433","Dulux Matt Emulsion Paint Tester PotLavender 50ml","Dulux","Paint Tester Pot",NA,"Purple",NA,"50ml",0.883333333333333
"212436","Dulux Matt Emulsion Paint Tester PotMineral Mist 50ml","Dulux","Paint Tester Pot",NA,"Blue",NA,"50ml",0.883333333333333
"212438","Dulux Matt Emulsion Paint Tester PotPretty Pink 50ml","Dulux","Paint Tester Pot",NA,"Pink","1","50ml",0.941666666666667
"212439","Dulux Matt Emulsion Paint Tester PotPutting Green 50ml","Dulux","Paint Tester Pot",NA,"Green",NA,"50ml",0.883333333333333
"212442","Dulux Matt Emulsion Paint Tester PotSoft Apple 50ml","Dulux","Paint Tester Pot",NA,"Green",NA,"50ml",0.883333333333333
"212443","Dulux Matt Emulsion Paint Tester PotSoft Stone 50ml","Dulux","Paint Tester Pot",NA,"Cream",NA,"50ml",0.883333333333333
"2232560","Dulux Matt Emulsion PaintButtermilk 2.5L","Dulux","Matt Paint","32m²","Cream",NA,"2.5L",0.941666666666667
"2232743","Dulux Matt Emulsion PaintMagnolia 2.5L","Dulux","Matt Paint","32m²","Brown",NA,"2.5L",0.941666666666667
"2237043","Dulux Silk Emulsion PaintMagnolia 2.5L","Dulux","Silk Paint","32m²","Cream",NA,"2.5L",0.941666666666667
"2237149","Dulux Silk Emulsion PaintSoft Peach 2.5L","Dulux","Silk Paint","32m²","Orange",NA,"2.5L",0.941666666666667
"2251642","Dulux Natural Hints Emulsion Apple White 2.5L","Dulux","Silk Paint","32m²","White",NA,"2.5L",0.941666666666667
"230916","Dulux Matt Emulsion PaintCookie Dough 2.5L","Dulux","Matt Paint","32m²","Brown",NA,"2.5L",0.941666666666667
"241678","Dulux Matt Emulsion Paint Tester PotMellow Mocha 50ml","Dulux","Paint Tester Pot",NA,"Brown",NA,"50ml",0.883333333333333
"241684","Dulux Matt Emulsion Paint Tester PotSoft Truffle 50ml","Dulux","Paint Tester Pot",NA,"Cream",NA,"50ml",0.883333333333333
"241696","Dulux Matt Emulsion PaintMellow Mocha 2.5L","Dulux","Matt Paint","32m²","Brown",NA,"2.5L",0.941666666666667
"241702","Dulux Matt Emulsion PaintSoft Truffle 2.5L","Dulux","Matt Paint","32m²","Brown",NA,"2.5L",0.941666666666667
"241740","Dulux Silk Emulsion PaintMellow Mocha 2.5L","Dulux","Silk Paint","32m²","Brown",NA,"2.5L",0.941666666666667
