"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"CLE","AIR","133277","Glade Solid Air Freshener Lily of the Valley150g","Glade","150g",NA,NA,0.9125
"CLE","AIR","136420","Glade Candle Bali Sandalwood and Jasmine120g","Glade","120g","Multi","1",1
"CLE","AIR","136422","Glade Fragranced Candle With Love 120g","Glade","120g","Multi","1",1
"CLE","AIR","137115","Glade Solid Air Freshener Lavender 150g","Glade","150g",NA,NA,0.9125
"CLE","AIR","182744","Glade Touch n Fresh Unit Clean Linen","Glade","10ml",NA,NA,0.9125
"CLE","AIR","201667","Glade Touch n Fresh Refill Clean Linen 10ml","Glade","10ml",NA,"1",1
"CLE","AIR","201706","Glade Touch n Fresh Refill Relaxing Zen 10ml","Glade","10ml",NA,"1",1
"CLE","AIR","216794","Glade Plug In Electric Refill Linen","Glade","20ml",NA,"1",0.93
"CLE","AIR","237326","Glade Candle Honey and Chocolate 120g","Glade","120g","Multi","1",1
"CLE","AIR","269928","Glade Sense and Spray Automatic Unit with RefillClean Linen 18ml","Glade","18ml",NA,"1",1
"CLE","AIR","269930","Glade Sense and Spray Refill CleanLinen 18ml","Glade","18ml",NA,"1",1
"CLE","AIR","283161","Glade Sense and Spray Automatic Spray Refill BaliSandalwood and Jasmine 18ml","Glade","18ml",NA,"1",1
"CLE","AIR","293109","Glade Solid Relaxing Zen 150g","Glade","150g",NA,NA,0.9125
"CLE","AIR","298000","Glade Discreet Air Freshener Plug In and Refill Clean Linen 12g","Glade","12g",NA,"1",0.93
"CLE","AIR","298122","Glade Discreet Air Freshener Refill Clean Linen 12g","Glade","12g",NA,NA,0.9125
"CLE","AIR","346447","Glade Automatic Spray Refill Relaxing Zen 269ml","Glade",NA,NA,"1",0.9125
"CLE","AIR","346482","Glade Auto Refill Bali Sandalwood and Jasmine","Glade",NA,NA,"1",0.9125
"CLE","AIR","346483","Glade Auto Refill  Clean Linen","Glade",NA,NA,"1",0.9125
"CLE","AIR","347537","Glade Discreet Refill Relaxing Zen","Glade",NA,NA,"1",0.9125
"CLE","AIR","348538","Glade Sense and Spray Unit Relaxing Zen","Glade",NA,NA,"1",0.9125
"CLE","AIR","349714","Glade Candle Relaxing Zen 120g","Glade","120g","Multi",NA,0.93
"CLE","AIR","352945","Glade Sense and Spray Refill Relaxing Zen","Glade",NA,NA,"1",0.9125
"CLE","AIR","403474","Glade 5in1 Air Freshener Clean Linen 300ml","Glade","300ml",NA,"1",1
"CLE","AIR","403475","Glade 5in1 Air Freshener Relaxing Zen 300ml","Glade",NA,NA,"1",0.9125
"CLE","AIR","403477","Glade Touch n Fresh Refill Lilly Of The Valley","Glade",NA,NA,"1",0.9125
"CLE","AIR","403481","Glade Touch n Fresh Unit Relaxing Zen","Glade",NA,NA,"1",0.9125
"CLE","AIR","411790","Glade Plug In Electric Unit Clean Linen 20ml","Glade","20ml",NA,"1",0.93
"CLE","AIR","411791","Glade Plug In Electric Unit Laven 20ml","Glade","20ml",NA,"1",0.93
"CLE","AIR","411792","Glade Plug In Electric Unit Bali Sandal 20ml","Glade","20ml",NA,"1",0.93
"CLE","AIR","411799","Glade Discreet Electric Relaxing Zen","Glade",NA,NA,"1",0.86
"CLE","AIR","411805","Glade Discreet Refill Bali Sandalwood and Jasmine","Glade",NA,NA,"1",0.9125
"CLE","AIR","412168","Glade Plug In Refill Bail Sandalwood and Jasmine","Glade",NA,NA,"1",0.86
"CLE","AIR","420397","Glade Wax Refill Vanilla 6pk","Glade",NA,NA,"1",0.86
"CLE","AIR","420399","Glade Wax Refill Clean Linen 6pk","Glade",NA,NA,"1",0.86
"CLE","AIR","420400","Glade Wax Refill Bali Sandalwood and Jasmine 6pk","Glade",NA,NA,"1",0.86
"CLE","AIR","420416","Glade Automatic Spray Unit Relaxing Zen","Glade",NA,NA,"1",0.9125
"CLE","AIR","420417","Glade Automatic Spray Unit Bali Sandalwoodand Jasmine","Glade",NA,NA,"1",0.9125
"CLE","AIR","425111","Glade Sense & Spray Refill Clean Linen 2pk","Glade",NA,NA,"1",0.9125
"CLE","AIR","427211","Glade Sense & Spray Refill Relaxing Zen 2pk","Glade",NA,NA,"1",0.9125
"CLE","AIR","427212","Glade Autospray Refill Relaxing Zen 2pk","Glade",NA,NA,NA,0.825
"CLE","AIR","427225","Glade Autospray Refill Clean Linen 2pk","Glade",NA,NA,NA,0.825
"CLE","AIR","428372","Glade Discreet Refill Fresh Lemon","Glade","8g",NA,"1",1
"CLE","AIR","450225","Glade Autospray Refill Hawaiian Breeze","Glade","269ml",NA,"1",1
"CLE","AIR","237922","Oust Odour Eliminator Air Freshener Clean Scent300ml","Oust","300ml",NA,"1",1
"CLE","AIR","237924","Oust Odour Eliminator Air Freshener Garden Fresh300ml","Oust","300ml",NA,NA,0.9125
"CLE","FLY","229565","Johnsons Wax Raid Ant and Cockroach Killer 300ml","Raid","300ml",NA,"1",1
"CLE","FLY","253760","Raid Protector Fly Wasp and Mosquito Killer 300ml","Raid","300ml",NA,"1",1
"CLE","FLY","414769","Raid Fly and Wasp Killer Fast Action 300ml","Raid",NA,NA,"1",0.9125
"CLE","FUR","166221","Pledge Dry Dusting Cloths Citrus 20pk","Pledge","20 Pack","White","1",0.941666666666667
