"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"402742","Tresemme Heat Retainer Hair Brush Large","Tresemme","Combs and Brushes","Black","1","Large",1
"402743","Tresemme Oval Cushion Hair Brush","Tresemme","Combs and Brushes","Black","1","Oval",1
"349109","Wilko Mini Hair Elastics 300pk","Wilko","Bands, Bobbles and Scrunchies","Black","1","300 Pack",1
"349112","Wilko Hair Bobbles Thick Black 12pk","Wilko","Bands, Bobbles and Scrunchies","Black","1","12 Pack",1
"349117","Wilko Hair Donut  Brunette Med","Wilko","Bands, Bobbles and Scrunchies","Brown","1","Medium",1
"349119","Wilko Hair Donut  Brunette Small","Wilko","Bands, Bobbles and Scrunchies","Brown","1","Small",1
"349120","Wilko Hair Donut  Brunette Large","Wilko","Bands, Bobbles and Scrunchies","Brown","1","Large",1
"349140","Wilko Fashion Hair Slides Large 6pk","Wilko","Clips, Slides and Grips","Gold","1","Large",1
"349147","Wilko Donut Hair Pins 30pk","Wilko","Clips, Slides and Grips","Multi","1","30 Pack",1
"349148","Wilko Hair Grips Long 50pk","Wilko","Clips, Slides and Grips","Black","1","50 Pack",1
"349151","Wilko Hair Grips Blonde Medium 50pk","Wilko","Clips, Slides and Grips","Gold","1","50 Pack",1
"349152","Wilko Hair Grips Brown Long 50pk","Wilko","Clips, Slides and Grips","Brown","1","50 Pack",1
"349153","Wilko Hair Grips Brown Medium 50pk","Wilko","Clips, Slides and Grips","Brown","1","50 Pack",1
"349162","Wilko Hair Clamp Large","Wilko","Clips, Slides and Grips","Brown","1","Large",1
"350138","Wilko Standard Foam Hair Rollers Small","Wilko","Rollers","Pink","1","Small",1
