"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"295932","Maybelline Dream Matte Mousse Foundation SPF 1560 Caramel","Maybelline","Liquid Foundation","Brown",NA,"18g",0.93
"296845","Maybelline Dream Matte Mousse Foundation SPF 1505 Porcelain","Maybelline","Liquid Foundation","Cream",NA,"18g",0.93
"296850","Maybelline Dream Matte Mousse Foundation SPF 15030 Sand","Maybelline","Liquid Foundation","Brown",NA,"18g",0.93
"296851","Maybelline Dream Matte Mousse Foundation SPF 1540 Fawn","Maybelline","Liquid Foundation","Brown",NA,"18g",0.93
"296852","Maybelline Dream Matte Mousse Foundation SPF 15048 Sun Beige","Maybelline","Liquid Foundation","Brown",NA,"18g",0.93
"296856","Maybelline Dream Satin Liquid Foundation 20 Cameo30ml","Maybelline","Liquid Foundation","Brown",NA,"30ml",0.93
"296857","Maybelline Dream Satin Liquid Foundation 21 Nude30ml","Maybelline","Liquid Foundation","Brown",NA,"30ml",0.93
"296858","Maybelline Dream Satin Liquid Foundation 30 Sand30ml","Maybelline","Liquid Foundation","Brown",NA,"30ml",0.93
"296859","Maybelline Dream Satin Liquid Foundation 40 Fawn30ml","Maybelline","Liquid Foundation","Brown",NA,"30ml",0.93
"296860","Maybelline Dream Satin Liquid Foundation 48 SunBeige 30ml","Maybelline","Liquid Foundation","Brown",NA,"30ml",0.93
"297220","Maybelline Master Precise Liquid Eyeliner Black","Maybelline","Eye Liner","Black",NA,"5g",0.93
"306954","Maybelline Color Sensational Lipstick 547Pleasure Me Red","Maybelline","Lipstick","Red",NA,"6.8ml",0.93
"309815","Maybelline Color Sensational Lip Liner 140Intense Pink","Maybelline","Lip Liner","Pink",NA,"5g",0.93
"309816","Maybelline Color Sensational Lip Liner 338Midnight Plum","Maybelline","Lip Liner","Purple",NA,"5g",0.93
"309817","Maybelline Color Sensational Lip Liner 540Hollywood Red","Maybelline","Lip Liner","Wood",NA,"5g",0.93
"309818","Maybelline Color Sensational Lip Liner 547Pleasure Me Red","Maybelline","Lip Liner","Red",NA,"5g",0.93
"311644","Maybelline Liner Express Eyeliner Black","Maybelline","Eye Liner","Black","1",NA,0.93
"329683","Maybelline Master Smoky Eyeliner Pencil SmokyBlack","Maybelline","Eye Liner","Black",NA,"5g",0.93
"329694","Maybelline Master Shape Eyebrow Pencil Dark Blond","Maybelline","Brows","Blonde",NA,"5g",0.93
"329695","Maybelline Master Shape Eyebrow Pencil Soft Brown","Maybelline","Brows","Brown",NA,"5g",0.93
"332817","Maybelline Color Sensational Vivids Lipstick 902Fuchsia Flash","Maybelline","Lipstick","Pink","1",NA,0.93
"332819","Maybelline Color Sensational LipstickNeon Red","Maybelline","Lipstick","Red","1",NA,0.93
"340046","Maybelline SuperStay 24H Face Powder 010 IvoryIvory","Maybelline","Powder Foundation","Cream","1",NA,0.93
